CODE,DISPLAY,COUNT,PERCENTAGE_OF_CLAIMS,,CLAIM_COUNT,TYPE,PERCENTAGE_OF_CLAIMS
10000300112297,ALAZHAR OPTICALS,1158,0.00%,,,,
10000300158761,Pharmacy Nahdi One Eight Four,1157,0.00%,,,,
10000300195391,mujmae abtisamih alfaysal altibiyu almutakhasis,1157,0.00%,,,,
10000300030184,Al Dawaa Pharmacy eight hundred forty three,1156,0.00%,,,,
10000300072236,Al Dawaa Pharmacy six hundred thirty five,1154,0.00%,,,,
10000300074695,Pharmacy Nahdi Two Six Seven,1154,0.00%,,,,
10000300317920,Baraya Extended Care Company,1153,0.00%,,,,
10000300089263,Al Dawaa Pharmacy eight hundred ninety six,1153,0.00%,,,,
10000300257597,Prince Medical Center,1152,0.00%,,,,
10000300146907,Pharmacy aldawaa six hundred sixteen,1151,0.00%,,,,
10000300054853,AlDawaa Pharmacy Seven hundred and forty six,1150,0.00%,,,,
10000300119953,Al Nahdi Medical Company,1149,0.00%,,,,
10000300342647,Magrabi Optical Al Ezdehar District Branch,1148,0.00%,,,,
10000300196480,Aldawaa Pharmacy Seven hundred and seventy two,1147,0.00%,,,,
10000300079793,Pharmacy Nahdi One Two  Six,1147,0.00%,,,,
10000300093240,FARZA OPTICS - ALJUBIL 1,1146,0.00%,,,,
10000300279575,pharmacy Nahdi twelve,1145,0.00%,,,,
10000300130406,Pharmacy Nahdi Eight Five,1145,0.00%,,,,
10000300142658,Al Dawaa Pharmacy two hundred one,1143,0.00%,,,,
10000300281860,Advanced excellence CO,1143,0.00%,,,,
10000300106075,Pharmacy Nahdi Seven Seven,1141,0.00%,,,,
10000300235262,Nahdi pharmacy thirty five,1138,0.00%,,,,
10000300280433,Doctor M Buhaira Plaza Branch,1137,0.00%,,,,
10000000015787,Alsulaimaniyah Primary Health Care,1136,0.00%,,,,
10000300150131,Al Dawaa Pharmacy six hundred forty five,1134,0.00%,,,,
10000000042695,KSUMC,1133,0.00%,,,,
10000300191010,Pharmacy Nahdi Seven Four,1132,0.00%,,,,
10000300300843,Mohammed Abdul Rahman Al-Sahli Medical Company,1131,0.00%,,,,
10000300320957,Pharmacy Nahdi Three ZeroSeven ,1128,0.00%,,,,
10000300114061,Pharmacy Nahdi Three Two Seven,1128,0.00%,,,,
10000300210307,Pharmacy NahdiTwo Two Zero,1127,0.00%,,,,
10000300042916,AlDawaa Pharmacy fifty nine,1127,0.00%,,,,
10000300073671,ALMAHAOPTICAL ELHAMRA,1126,0.00%,,,,
10000300193669,Pharmacy Nahdi One Zero Zero,1124,0.00%,,,,
10000300201488,Pharmacy Nahdi One One Two,1123,0.00%,,,,
10000300126107,AlDawaa Pharmacy number Three hundred and ninety six,1123,0.00%,,,,
10000300171517,AlMaha Optical Company AlDawadmi Branch,1123,0.00%,,,,
10000300188917,Al Nahdi Pharmacy one hundred and sixty two,1122,0.00%,,,,
10000300183058,ALDAWAA,1122,0.00%,,,,
10000300096748,AlDawaa Pharmacy Three hundred and ninety four,1116,0.00%,,,,
10000300084306,Pharmacy Nahdi Two Four Three,1116,0.00%,,,,
10000300180435,Pharmacy Nahdi One  Two  Four,1116,0.00%,,,,
10000000000200,Al Quwaiyah Hospital,1115,0.00%,,,,
10000300148531,Pharmacy Nahdi Three Two Six,1113,0.00%,,,,
10000300233283,Two hundred and ninety nine,1113,0.00%,,,,
10000300132444,ALMAHAOPTICAL ELHAZM,1112,0.00%,,,,
10000300200118,Pharmacy Nahdi Five Zero,1112,0.00%,,,,
10000300273503,EBSAR OPTICAL,1112,0.00%,,,,
10000300134085,Pharmacy Nahdi One Three Six,1111,0.00%,,,,
10000300072707,Pharmacy Nahdi one three,1109,0.00%,,,,
10000300124730,AlDawaa Pharmacy Four hundred and ninety eight,1109,0.00%,,,,
10000300050604,Al Dawaa Pharmacy four hundred thirty two,1108,0.00%,,,,
10000300048178,Pharmacy Nahdi Four,1108,0.00%,,,,
10000300041652,AlDawaa Pharmacy Three hundred and twenty one,1105,0.00%,,,,
10000300196688,alfaris abaalkhail clinic,1103,0.00%,,,,
10000300239066,AlDawaa Pharmacy one thousand two hundred and thirty one,1101,0.00%,,,,
10000000047728,Saudi Red Crescent Aljuf Branch,1100,0.00%,,,,
10000300082003,AlDawaa Pharmacy  six hundred ninety two,1100,0.00%,,,,
10000300306428,THE RETINA INSTITUTE,1097,0.00%,,,,
10000300181318,Pharmacy Nahdi One,1096,0.00%,,,,
10000000039014,Al Sheraa Health Center,1094,0.00%,,,,
10000300314141,Pharmacy Nahdi TwoNineFour,1094,0.00%,,,,
10000300318548,Pharmacy Nahdi One Four seven,1094,0.00%,,,,
10000300292289,AlDawaa Pharmacy one thousand two hundred and twenty nine,1092,0.00%,,,,
10000300125729,ALBADR OPTICAL OLAYA BRANCH,1092,0.00%,,,,
10000300239702,Al Dawaa Pharmacy one two hundred ninety eight,1092,0.00%,,,,
10000300087119,magrabi,1091,0.00%,,,,
10000300096847,ALMAHAOPTICAL ELSHIFA FOUR,1089,0.00%,,,,
10000300148382,Al dawaa Pharmacy one thousand two hundred four,1089,0.00%,,,,
10000300140231,Pharm acy  Nahdi Seven,1089,0.00%,,,,
10000300105663,Pharmacy NahdiTwoFiveThree,1089,0.00%,,,,
10000300311980,Pharmacy Nahdi Six Two,1088,0.00%,,,,
10000300098900,Al Noor Medical Complex,1087,0.00%,,,,
10000300086087,Pharmacy Nahdi Four Four,1085,0.00%,,,,
10000300209416,Branch of Advanced Medical Care Projects Company,1083,0.00%,,,,
10000300107776,Nahdi Pharmacy sixty there,1081,0.00%,,,,
10000300178892,Barakat Optical Sultanah Area Al Swidy General Street,1077,0.00%,,,,
10000300030432,AlDawaa Pharmacy Four hundred and sixty two,1076,0.00%,,,,
10000300230784,PharmacyNahdiNine,1076,0.00%,,,,
10000300159827,nahdi16,1076,0.00%,,,,
10000300055405,Al Dawaa PharmacyÂ six hundred fifteen,1076,0.00%,,,,
10000000000020,King Faisal Hospital Makkah,1074,0.00%,,,,
10000300064217,Barakat Optical Al Shati Area Red Sea Mall,1069,0.00%,,,,
10000300153093,Pharmacy Nahdi One Nine One,1069,0.00%,,,,
10000300048335,Pharmacy Nahdi eighty five,1067,0.00%,,,,
10000300147350,pharmacy nahdi nine there,1067,0.00%,,,,
10000300187810,Pharmacy Nahdi One Seven,1065,0.00%,,,,
10000000041481,ALSALHIH,1065,0.00%,,,,
10000300165840,AlDawaa PharmacyÂ six hundred one,1063,0.00%,,,,
10000300190731,Pharmacy Nahdi Two Seven Nine,1061,0.00%,,,,
10000300133772,Pharmacy Nahdi Eight,1061,0.00%,,,,
10000300082789,Pharmacy Nahdi Two Zero Eight,1058,0.00%,,,,
10000300173000,Al Dawaa Pharmacy eight hundred thirty six,1055,0.00%,,,,
10000300035134,TAIBA,1055,0.00%,,,,
10000300230602,Al Dawaa Pharmacy two hundred sixty,1053,0.00%,,,,
10000300192331,Al Dawaa Pharmacy one thousand two hundred and sixty three,1051,0.00%,,,,
10000300074232,Pharmacy Nahdi Five Six,1051,0.00%,,,,
10000300064746,Barakat Optical Aziziah Area Aziziah St,1051,0.00%,,,,
10000300077847,Al Dawaa PharmacyÂ six hundred three,1050,0.00%,,,,
10000300183249,nahdi pharmacy 18,1048,0.00%,,,,
10000300158977,Pharmacy Nahdi One Four Five,1047,0.00%,,,,
10000300071485,Almadina Optics Company Branch,1046,0.00%,,,,
10000300126289,Kayan Medical,1045,0.00%,,,,
10000300274055,Barakat Optical,1043,0.00%,,,,
10000300040126,Al Dawaa Pharmacy eight hundred forty four,1041,0.00%,,,,
10000300049440,Pharmacy Nahdi Two Eight Nine,1040,0.00%,,,,
10000300064423,Pharmacy Nahdi One Four,1039,0.00%,,,,
10000000003753,Maternity Hospital and Children,1039,0.00%,,,,
10000300314034,Pharmacy Nahdi One  One Seven,1039,0.00%,,,,
10000300087028,al nma,1039,0.00%,,,,
10000300062047,Pharmacy Nahdi Eight Five,1038,0.00%,,,,
10000300264544,vigour locomotion,1037,0.00%,,,,
10000300196100,AlDawaa Pharmacy two hundred and thirteen,1035,0.00%,,,,
10000300147129,Pharmacy Nahdi  Two Six,1035,0.00%,,,,
10000300127808,Magrabi Optical Mecca Mall branch,1035,0.00%,,,,
10000300048624,Pharmacy Nahdi One Six Eight,1035,0.00%,,,,
10000300296124,Doctor M Hayat Mall Branch,1035,0.00%,,,,
10000300165444,Pharmacy Nahdi One Three Two,1034,0.00%,,,,
10000300227350,Al Shefa Medical Polyclinic,1032,0.00%,,,,
10000300106133,Tutia Optical KingAbdullah,1032,0.00%,,,,
10000300220793,Aloe Vera Medical Centre,1031,0.00%,,,,
10000300087317,Pharmacy Nahdi One Zero Eight,1031,0.00%,,,,
10000300122775,AlDawaa Pharmacy number ninety four,1031,0.00%,,,,
10000300136601,AL-SALMAN OPTICAL Al-Mansourah,1030,0.00%,,,,
10000300094040,Pharmacy Nahdi One One Seven,1030,0.00%,,,,
10000300212865,Pharmacy Nahdi One  Five,1028,0.00%,,,,
10000300159769,Barakat Optical Ashbilaih Area Emam Abdullah Bin Saud Bin Abdul Aziz St,1028,0.00%,,,,
10000300190889,Barakat Optical Thahrat Al Badia Area Al Madinah Al Monorah,1028,0.00%,,,,
10000300341052,Dallah medical care Qurtubah,1026,0.00%,,,,
10000300054655,Aldawaa pharmacy nine hundred sixty,1026,0.00%,,,,
10000300323100,Fakeeh Vision Company Alarab Mall Branch,1025,0.00%,,,,
10000300145388,ALMAHAOPTICAL TWEEQ ONE,1025,0.00%,,,,
10000300073069,Pharmacy Nahdi Two Eight Five,1024,0.00%,,,,
10000300098413,Pharmacy Nahdi Two Five Three,1024,0.00%,,,,
10000300064126,Pharmacy Nahdi Seven Zero,1023,0.00%,,,,
10000300114244,Al Dawaa Pharmacy  eight hundred four,1021,0.00%,,,,
10000300128418,Pharmacy Nahdi One Five,1020,0.00%,,,,
10000300152640,almahaopticals,1020,0.00%,,,,
10000300104864,Pharmacy Nahdi Two Four Zero,1020,0.00%,,,,
10000300251293,Pharmacy   Nahdi  One  Two   Eight,1020,0.00%,,,,
10000300174396,Pharmacy Nahdi One Zero Five,1019,0.00%,,,,
10000300292305,AlDawaa Pharmacy one thousand two hundred and seventy nine,1018,0.00%,,,,
10000300183504,Pharmacy Nahdi eight one,1017,0.00%,,,,
10000300147533,Al Dawaa Pharmacy six hundred ninety seven,1017,0.00%,,,,
10000300140728,Pharmacy Nahdi Two Zero One,1017,0.00%,,,,
10000300084579,AlDawaa Pharmacy Three hundred and seventy,1015,0.00%,,,,
10000000041440,Al Ajaweed Health Center,1014,0.00%,,,,
10000300306154,Pharmacy Nahdi Six One,1014,0.00%,,,,
10000300132600,AlDawaa pharmacy five hundred and eighty two,1013,0.00%,,,,
10000300224571,AlDawaa Pharmacy one thousand two hundred twenty two,1011,0.00%,,,,
10000300143441,AlDawaa Pharmacy  number ninety five,1011,0.00%,,,,
10000300235759,Al Dawaa Pharmacytwo hundred ninety one,1010,0.00%,,,,
10000300139498,HADDAD OPTICS CO ALNUZHA ABU AL HATAB,1009,0.00%,,,,
10000300199104,AlDawaa Pharmacy one hundred and forty one,1009,0.00%,,,,
10000300199294,MAS OPTICAL,1008,0.00%,,,,
10000300297338,Doctor M Al Noor Mall Branch,1006,0.00%,,,,
10000300305958,Pharmacy Nahdi five five,1006,0.00%,,,,
10000300230198,Pharmacy Nahdi  Nine Six,1003,0.00%,,,,
10000300117585,Aldawaa Pharmacy One hundred and sixty nine,1003,0.00%,,,,
10000300088695,HADDAD OPTICS CO MAHASIN BRANCH,1002,0.00%,,,,
10000300184858,Pharmacy Nahdi One Three Eight,1002,0.00%,,,,
10000300087242,Barakat Optical Al Fanateer Area,1001,0.00%,,,,
10000300062716,ALDAWAA,1000,0.00%,,,,
10000300208046,AlDawaa Pharmacy Two hundred and fifty seven,999,0.00%,,,,
10000300229158,Aldawaa pharmacy nine hundred eighty,999,0.00%,,,,
10000300143862,Pharmacy Nahdi Six Nine,999,0.00%,,,,
10000300203229,Pharmacy Nahdi One Five Two,999,0.00%,,,,
10000300179635,Al Dawaa Pharmacy eight hundred twenty nine,998,0.00%,,,,
10000300121207,ALjawaher ALMotamyza pharmacy,998,0.00%,,,,
10000300092689,ALMAHAOPTICAL ELRYMAL ELSAHEL,998,0.00%,,,,
10000300032065,ALMAHAOPTICAL ELOROBA,996,0.00%,,,,
10000300067251,AlDawaa Pharmacy is number seven,995,0.00%,,,,
10000300075551,AlDawaa Pharmacy Seven hundred and twenty four,994,0.00%,,,,
10000300137609,Al Dawaa Pharmacy one thousand one hundred forty three,993,0.00%,,,,
10000000102135,Center Al-Abeer Medical Optical Company Shmeisi,993,0.00%,,,,
10000300048111,Pharmacy Nahdi Three Zero Four,993,0.00%,,,,
10000300079744,Pharmacy Nahdi Seven Four,991,0.00%,,,,
10000300038591,Aldawaa Pharmacy Three hundred and thirty two,991,0.00%,,,,
10000300156930,Pharmacy Nahdi FourFive,990,0.00%,,,,
10000300090766,Pharmacy Nahdi Three Zero,989,0.00%,,,,
10000300173307,AlDawaa Pharmacy  thousand and thirteen,989,0.00%,,,,
10000300088075,Alwajha Specialist Medical Company,987,0.00%,,,,
10000300270335,AL-SALMAN OPTICAL alshaikh afino,986,0.00%,,,,
10000300076070,ALMAHAOPTICAL ELMUZAHMYA,986,0.00%,,,,
10000300071576,Pharmacy Nahdi Two Eight,985,0.00%,,,,
10000300250311,Aldawaa Pharamacy one thousand seventy nine,985,0.00%,,,,
10000300280227,Doctor M Hittin Square Branch,984,0.00%,,,,
10000300289962,Doctor M beach branch,984,0.00%,,,,
10000300262944,Doctor M Makkah Mall Branch,984,0.00%,,,,
10000300085774,AlDawaa Pharmacy One hundred and eighteen,984,0.00%,,,,
10000300234703,Al Dawaa Pharmacy three hundred and twenty six,984,0.00%,,,,
10000300054457,Al Dawaa Pharmacy five hundred ninety five,981,0.00%,,,,
10000300328943,Doctor M The View Mall branch ,981,0.00%,,,,
10000300265244,AL-SALMAN OPTICAL jubail mall,981,0.00%,,,,
10000300058136,Pharmacy Nahdi One Seven Zero,978,0.00%,,,,
10000300095013,Pharmacy Nahdi Four Three,977,0.00%,,,,
10000300177639,Nahdi Pharmacy  sixty two,975,0.00%,,,,
10000300144191,Pharmacy Nahdi Six Four,974,0.00%,,,,
10000300045026,Nahdi Pharmacy sixty,972,0.00%,,,,
10000300059670,AlDawaa Pharmacy sixty seven,971,0.00%,,,,
10000000030989,Drugstore 124 in Al-Khobar,971,0.00%,,,,
10000300042858,Al Dawaa Pharmacy six hundred thirty two,970,0.00%,,,,
10000300101449,Pharmacy Nahdi One One Five,968,0.00%,,,,
10000300175815,Pharmacy Nahdi One Five One,967,0.00%,,,,
10000300201827,Pharmacy  Nahdi Thirty,966,0.00%,,,,
10000000029759,ERADAH AND MENTAL HEALTH COMPLEX - ERADAH SERVICES (ALAMAL HOSPITAL ),966,0.00%,,,,
10000300117981,Pharmacy Nahdi Three Zero Two,966,0.00%,,,,
10000300129119,Barakat Optical Olaya Area Olaya St,966,0.00%,,,,
10000300130992,Pharmacy Nahdi Six Two,965,0.00%,,,,
10000300035860,almahaopticals,965,0.00%,,,,
10000300324280,Nahdi Pharmacy One hundred five,960,0.00%,,,,
10000300056528,Aldawaa Pharmacy Three hundred and thirty nine,958,0.00%,,,,
10000300060645,Pharmacy Nahdi Three Eight Four,958,0.00%,,,,
10000300185483,Aldawaa pharmacynine nine hundred thirty and three,956,0.00%,,,,
10000300119532,Barakat Optical Rawdah Area Prince Mohamed Bin Abdul Aziz Road,956,0.00%,,,,
10000300291638,Telescope Optics Sultana Branch,956,0.00%,,,,
10000300092192,ALNAHDI PHARMACY 5,955,0.00%,,,,
10000300054127,Pharmacy Nahdi Three Seven,952,0.00%,,,,
10000300240635,Al Dawaa Pharmacy one thousand one hundred fourteen,950,0.00%,,,,
10000300106299,Pharmacy Nahdi One Three One,949,0.00%,,,,
10000300279583,Stars Smile Dental and Dermatology Complex,949,0.00%,,,,
10000300160627,Farza Medical Optial Center in Buraydah category-a,948,0.00%,,,,
10000300136957,AlDawaa Pharmacy seventy four,948,0.00%,,,,
10000300273289,international sos medical complex,947,0.00%,,,,
10000300087572,Al Dawaa Pharmacy six hundred eighty one,947,0.00%,,,,
10000300324140,Doctor M Aziz Mall Branch,945,0.00%,,,,
10000000132884,Al-Dawaa Pharmacy 47 ,945,0.00%,,,,
10000300048905,Pharmacy Nahdi Six Three,943,0.00%,,,,
10000300037924,Hussam Optics,943,0.00%,,,,
10000000095479,Al-Dawaa Pharmacy No-104,943,0.00%,,,,
10000300178355,ROUYA OPTICAL,943,0.00%,,,,
10000300120621,Pharmacy Nahdi Eight,942,0.00%,,,,
10000300217161,aldawaa pharmacy four hundred,941,0.00%,,,,
10000300047097,Pharmacy Nahdi  Two  Six  Six,938,0.00%,,,,
10000300084397,Al Maha Optics Company Nazim Branch,934,0.00%,,,,
10000300310131,Jeddah U-walk,934,0.00%,,,,
10000300137450,Al Dawaa Pharmacy six hundred ninety eight,931,0.00%,,,,
10000300074265,Aldawaa pharmacy nine hundred fifty seven,931,0.00%,,,,
10000300092085,AlDawaa Pharmacy Three hundred and forty five,930,0.00%,,,,
10000300286273,AlDawaa Pharmacy nine hundred and ninety three,929,0.00%,,,,
10000300175450,Pharmacy Nahdi One One,929,0.00%,,,,
10000300299581,Tam Dental Clinic,928,0.00%,,,,
10000300115019,Al Mukhlis Hearing Center ,927,0.00%,,,,
10000300114624,Pharmacy Nahdi  Three Zero,926,0.00%,,,,
10000300232004,Al dawaa Pharmacy one thousand and seventy,924,0.00%,,,,
10000300120845,Pharmacy Nahdi One Eight Eight,923,0.00%,,,,
10000300252325,Al Dawaa Pharmacy one thousand one hundred fifty,922,0.00%,,,,
10000300193362,Pharmacy Nahdi Two Three Four,922,0.00%,,,,
10000300123948,Pharmacy Nahdi One Six,922,0.00%,,,,
10000300288642,Response Plus  Medical center,921,0.00%,,,,
10000300030283,Al Dawaa Pharmacy eight hundred forty eight,920,0.00%,,,,
10000300292271,Al Dawaa Pharmacy one thousand two hundred and twenty seven,920,0.00%,,,,
10000300113774,Pharmacy Nahdi Three Two Five,918,0.00%,,,,
10000300189980,Pharmacy Nahdi Three Three Nine,918,0.00%,,,,
10000300124581,Nahdi Pharmacy ninety one,918,0.00%,,,,
10000300044516,Pharmacy Nahdi Four Seven,917,0.00%,,,,
10000300314125,Pharmacy  Nahdi  One  Three  Nine,917,0.00%,,,,
10000300105945,Pharmacy Nahdi Two Four Five,917,0.00%,,,,
10000300084157,AlDawaa Pharmacy sixty nine,913,0.00%,,,,
10000000002478,AYOUN ALJAWA HOSPITAL,913,0.00%,,,,
10000300150156,Excellence Plus Medical Company,913,0.00%,,,,
10000300165196,AlDawaa Pharmacy Sixteen,912,0.00%,,,,
10000300072996,AlDawaa Pharmacy Thirty five,911,0.00%,,,,
10000300097738,Pharmacy Nahdi Six Eight,910,0.00%,,,,
10000300062401,Pharmacy Nahdi Two One Three,909,0.00%,,,,
10000000008364,Ghernatah PHC,908,0.00%,,,,
10000000000171,King Khalid Hospital almajmaah,908,0.00%,,,,
10000300031265,AlDawaa Pharmacy One thousand and twenty eight,908,0.00%,,,,
10000300290952,Telescope Optics Desalination Branch,908,0.00%,,,,
10000300048806,Al Dawaa Pharmacy six hundred twenty nine,908,0.00%,,,,
10000300268164,Magrabi The Park Mall branch in Taif,907,0.00%,,,,
10000300152681,Primary Care Center of Excellence,907,0.00%,,,,
10000300135462,Pharmacy Nahdi One One,907,0.00%,,,,
10000300115183,Branch of Hussein Ali Al-Saqqaf Opticals 2,905,0.00%,,,,
10000300125448,Pharmacy Nahdi One Four,905,0.00%,,,,
10000300167317,Aldawaa Pharmacy One hundred and seventy three,904,0.00%,,,,
10000300211214,Pharmacy NahdiTwo Three Three,904,0.00%,,,,
10000300043526,Pharmacy Nahdi One Nine Five,904,0.00%,,,,
10000300165220,AlDawaa Pharmacy number Seven hundred and sixty five,903,0.00%,,,,
10000300052055,AlDawaa Pharmacy number Seven hundred and sixty three,903,0.00%,,,,
10000300202890,Nahdi Pharmacy eighty  nine,903,0.00%,,,,
10000000039592,University Hospital,901,0.00%,,,,
10000300131172,DR BASSAM MEDICAL CENTER - RIYADH,900,0.00%,,,,
10000300126115,Al Dawaa Pharmacy one thousand two hundred and sixty eight,899,0.00%,,,,
10000300146592,AlDawaa Pharmacy Seven hundred and sixty two,899,0.00%,,,,
10000300139308,AlDawaa Pharmacy Four hundred and eighty ninee,895,0.00%,,,,
10000300036926,AlDawaa Pharmacy Three hundred and four,894,0.00%,,,,
10000300041314,Pharmacy Nahdi Three Eight,893,0.00%,,,,
10000300239140,Eradah Physiotherapy Center,890,0.00%,,,,
10000300048954,Pharmacy Nahdi Five Seven,889,0.00%,,,,
10000300191739,AlDawaa Pharmacy two hundred and fourteen,888,0.00%,,,,
10000300199880,Pharmacy Nahdi Twenty Five,888,0.00%,,,,
10000300150271,Pharmacy Nahdi Five Nine,887,0.00%,,,,
10000300169719,Pharmacy Nahdi One Eight Five,887,0.00%,,,,
10000300259395,ARAB TONE MEDICAL CO,886,0.00%,,,,
10000300053624,Al Nahdi Medical Company,886,0.00%,,,,
10000300095369,ALEWAN COMPLEX,885,0.00%,,,,
10000300130950,Nahdi Pharmacy fifty six,885,0.00%,,,,
10000300291901,Integrated Medical Care Services Company,884,0.00%,,,,
10000000002577,Hotat Bani Tamim Hospital,883,0.00%,,,,
10000300043666,INTERNATIONAL DIABETES CARE CENTER,882,0.00%,,,,
10000300098173,Saggaf Optics Alsafa,882,0.00%,,,,
10000300278569,Doctor M Al Baha Mall branch,879,0.00%,,,,
10000300117486,Pharmacy Nahdi Six One,879,0.00%,,,,
10000300095328,Al Barakat Hearing Care Center,878,0.00%,,,,
10000300200068,Pharmacy Nahdi Nine Five,877,0.00%,,,,
10000300185335,Aldawaa Pharmacy Seven hundred seventy eight,877,0.00%,,,,
10000300232152,ALBANDR CLINIC COMPLEX,876,0.00%,,,,
10000300030945,Pharmacy Nahdi Six Zero,876,0.00%,,,,
10000300290622,AlDawaa Pharmacy one thousand two hundred and seventy three,873,0.00%,,,,
10000300308820,Al Nahdi Pharmacy three hundred and eightynine,873,0.00%,,,,
10000300133871,Pharmacy Nahdi Eight Zero,873,0.00%,,,,
10000300174875,Pharmacy Nahdi Two Two Zero,871,0.00%,,,,
10000300132915,Pharmacy Nahdi Two Five Seven,871,0.00%,,,,
10000300177852,Pharmacy Nahdi One Five,870,0.00%,,,,
10000300172069,Pharmacy Nahdi Three One Three,868,0.00%,,,,
10000000003689,Dumat Al Jandal General Hospital,867,0.00%,,,,
10000300107883,AlDawaa Pharmacy twelve,866,0.00%,,,,
10000300188230,Al Dawaa Pharmacy five hundred thirteen,866,0.00%,,,,
10000300195482,Al Dawaa PharmacyÂ six hundred eight,866,0.00%,,,,
10000300108113,Pharmacy Nahdi Two Two Six,866,0.00%,,,,
10000300223698,Al Dawaa Pharmacy one thousand one hundred thirteen,866,0.00%,,,,
10000300114483,Pharmacy Nahdi Seven Eight,865,0.00%,,,,
10000300153648,Al dawaa Pharmacy one thousand one,864,0.00%,,,,
10000300094065,ALDAWAA,864,0.00%,,,,
10000300084843,Pharmacy Nahdi Nine Four,864,0.00%,,,,
10000300107818,Specialized Dental and Dental Implant Complex,863,0.00%,,,,
10000300319090,Pharmacy Nahdi Four One Four,862,0.00%,,,,
10000300188909,AlDawaa Pharmacy Two hundred and twenty one,862,0.00%,,,,
10000300295324,AlNahdi Pharmacy Three hundred and twenty eight,862,0.00%,,,,
10000300241443,Al Dawaa Pharmacy one thousand one hundred thirty three,861,0.00%,,,,
10000300324819,Nahdi Pharmacy NoThree hundred and ninety three,860,0.00%,,,,
10000000000850,AL AZIZIA Children Hospital,860,0.00%,,,,
10000300048673,Pharmacy Nahdi  Two Seven Six,860,0.00%,,,,
10000300153598,Al Dawaa Pharmacy two hundred forty four,859,0.00%,,,,
10000300120860,Al Dawaa Pharmacy four hundred thirty six,859,0.00%,,,,
10000300117361,Al Nahdi Medical Company,858,0.00%,,,,
10000300065909,Pharmacy Nahdi One Three Seven,857,0.00%,,,,
10000300289806,Doctor M Dareen Mall branch,856,0.00%,,,,
10000300126255,HADDAD OPTICS CO AL QARAH,853,0.00%,,,,
10000300210810,Al Dawaa Pharmacy six hundred forty one,852,0.00%,,,,
10000300182316,Al Dawaa Pharmacy eight hundred eight,851,0.00%,,,,
10000300112461,nahdi pharmacy 21,850,0.00%,,,,
10000300325873,Pharmacy Nahdi one hundred two,850,0.00%,,,,
10000300037759,farza optics - al khober -2,850,0.00%,,,,
10000300185988,AlDawaa Pharmacy Two hundred  fifty six,849,0.00%,,,,
10000300108519,Al Dawaa Pharmacy one thousand one hundred forty six,849,0.00%,,,,
10000300289970,Al Dawaa Pharmacy No  one thousand two hundred and forty four,849,0.00%,,,,
